PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,principal_variation,sparring_full_pv_probs,sparring_full_model_moves,sparring_wdl,branch_1,branch_2,branch_1_probs,branch_2_probs,full_model_moves,full_pv_probs,corrupted_fen
d3KW5,5r1k/1p1r2pp/3P1p2/1pQ1nq2/4p1b1/4P1P1/BB1R1PP1/2R3K1 w - - 4 32,c5b5 e5f3 g2f3 f5b5,1484,77,92,5301,advantage discoveredAttack middlegame short,https://lichess.org/qWhxy3iV#62,,"['e5f3', 'g2f3', 'f5b5']","[0.012104402296245098, 0.7155443429946899, 0.7536392211914062]","['f8a8', 'g2f3', 'f5b5']","[0.009820172563195229, 0.955245316028595, 0.03493450954556465]","['e5f3', 'g2f3', 'f5b5']","['e5d3', 'b5f5', 'g4f5']","[0.3770039975643158, 0.9759818315505981, 0.9397844672203064]","[0.3008216619491577, 0.8644503355026245, 0.9261369705200195]","['e5f3', 'g2f3', 'f5b5']","[0.3770039975643158, 0.9759818315505981, 0.9397844672203064]",5r1k/1p1r2pp/3P1p2/1Q2nq2/4p1b1/1R2P1P1/BB3PP1/2R3K1 b - - 0 32
dQrzL,3r1k2/1pr2nq1/p2bBp2/5P1Q/4p1R1/7P/PP4P1/3R3K b - - 11 35,g7h6 g4g8 f8g8 h5h6,2313,76,89,1288,crushing middlegame pin short,https://lichess.org/A0q1KWjk/black#69,,"['g4g8', 'f8g8', 'h5h6']","[0.01386935357004404, 0.9024838209152222, 0.287847101688385]","['h5h6', 'f8g8', 'h5h6']","[0.01640731655061245, 0.9110960364341736, 0.07249660044908524]","['e6f7', 'h6h5', 'f7h5']","['g4g8', 'f8g8', 'h5h6']","[0.6377266049385071, 0.9183897972106934, 0.9227041602134705]","[0.3041858673095703, 0.9770979881286621, 0.9365865588188171]","['e6f7', 'h6h5', 'f7h5']","[0.3041858673095703, 0.9770979881286621, 0.9365865588188171]",3r1k2/1pr2n2/p2bBp2/5P1Q/4p1R1/7P/PPq3P1/3R3K w - - 12 36
dUwmv,4r1k1/pp6/6p1/3p4/3P4/2BqN1Pb/PP3P1P/4Q1KR w - - 8 27,e1d1 e8e3 d1d3 e3d3,1274,298,-100,3,crushing middlegame short,https://lichess.org/r3KqgEag#52,,"['e8e3', 'd1d3', 'e3d3']","[0.43628931045532227, 0.713726818561554, 0.801102876663208]","['e8e3', 'd1d3', 'e3d3']","[0.015040362253785133, 0.9242525100708008, 0.06070716679096222]","['e8e3', 'd1d3', 'e3d3']","['d3d1', 'e3d1', 'e8e2']","[0.5076823830604553, 0.8819347620010376, 0.9320727586746216]","[0.33187708258628845, 0.9928020238876343, 0.7790799140930176]","['e8e3', 'd1d3', 'e3d3']","[0.5076823830604553, 0.8819347620010376, 0.9320727586746216]",4r1k1/pp6/6p1/1R1p4/3P4/2BqN1Pb/PP3P1P/3Q2K1 b - - 9 27
dgYbz,r2q1k2/pb2b1p1/1pn1p1B1/3pP2Q/8/2N1p1N1/PPP3PP/6K1 b - - 1 18,e7c5 h5h8 f8e7 h8g7,1250,76,98,430,deflection mate mateIn2 middlegame short,https://lichess.org/WeL2TAmx/black#35,Caro-Kann_Defense Caro-Kann_Defense_Maroczy_Variation,"['h5h8', 'f8e7', 'h8g7']","[0.2258816808462143, 1.0, 0.6294139623641968]","['h5h8', 'f8e7', 'h8g7']","[0.004124159924685955, 0.9916161894798279, 0.004259674809873104]","['h5h8', 'f8e7', 'h8g7']","['h5f3', 'f8g8', 'g6f7']","[0.5471444725990295, 1.0, 0.9154565930366516]","[0.3800264000892639, 0.7257176637649536, 0.7180109024047852]","['h5h8', 'f8e7', 'h8g7']","[0.5471444725990295, 1.0, 0.9154565930366516]",r2q1k2/p4bp1/1pn1p1B1/2bpP2Q/8/2N1p1N1/PPP3PP/6K1 w - - 2 19
dnQCG,3rr1k1/p5p1/bp2PP1p/3p4/2P1qP2/P1Q4P/1B6/2R2RK1 b - - 0 25,e8e6 f6f7 g8f7 c3g7,1392,77,85,661,advancedPawn attraction crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/rSNxpjHm/black#49,,"['f6f7', 'g8f7', 'c3g7']","[0.038790810853242874, 0.9125626683235168, 0.16929426789283752]","['f1e1', 'g8f7', 'f4f5']","[0.006193784065544605, 0.9897790551185608, 0.004027186892926693]","['c3g3', 'e4e3', 'g3e3']","['f6f7', 'g8f7', 'c3g7']","[0.4246353805065155, 0.8887990117073059, 0.9476217031478882]","[0.33210423588752747, 0.9304256439208984, 0.8862756490707397]","['c3g3', 'e4e3', 'g3e3']","[0.33210423588752747, 0.9304256439208984, 0.8862756490707397]",3r2k1/p5p1/bp2rP1p/3pp3/2P1qP2/P1Q4P/1B6/2R2RK1 w - - 0 26
dpXoi,rk6/1pq2p1p/PQp2p2/4p3/1p1nP3/6P1/5P1P/R2R3K w - - 5 32,a6b7 a8a1 b6c7 b8c7,1419,75,92,1740,crushing endgame short,https://lichess.org/poBN1TYA#62,,"['a8a1', 'b6c7', 'b8c7']","[0.272154837846756, 0.035791438072919846, 0.9518802165985107]","['a8a7', 'd1a1', 'b8c7']","[0.0031049519311636686, 0.986895740032196, 0.009999344125390053]","['a8a1', 'b6c7', 'b8c7']","['c7b7', 'b6d8', 'b7c8']","[0.40820619463920593, 0.9107145667076111, 0.9968311190605164]","[0.30789831280708313, 0.857011616230011, 1.0]","['a8a1', 'b6c7', 'b8c7']","[0.40820619463920593, 0.9107145667076111, 0.9968311190605164]",r3k3/1Pq2p1p/1Qp2p2/4p3/1p1nP3/6P1/5P1P/R2R3K b - - 0 32
drBcM,r3kb1r/1ppnq1p1/p1n1p1Qp/3pP3/8/5N2/PB1N1PPP/2R1R1K1 b kq - 2 15,e8d8 c1c6 b7c6 f3d4,1734,105,79,20,crushing middlegame sacrifice short,https://lichess.org/rySWS1s9/black#29,Scotch_Game Scotch_Game_Scotch_Gambit,"['c1c6', 'b7c6', 'f3d4']","[0.05146118998527527, 0.6270763874053955, 0.41915163397789]","['d2b3', 'b7c6', 'f3d4']","[0.02749558351933956, 0.9423127174377441, 0.03019167110323906]","['c1c6', 'b7c6', 'f3d4']","['d2b3', 'e7e8', 'g6g4']","[0.4311538636684418, 0.8961520791053772, 0.9119448661804199]","[0.3652803301811218, 0.8037774562835693, 0.7145387530326843]","['c1c6', 'b7c6', 'f3d4']","[0.4311538636684418, 0.8961520791053772, 0.9119448661804199]",r2k1b1r/1ppnq1p1/p1n1p2p/3pP3/8/5N2/PB1N1PPP/Q1R1R1K1 w - - 3 16
dxeQy,rnb1kb1r/ppppqNpp/5p2/8/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 2 6,f7h8 e4c3 c4e2 c3d1,1390,74,95,16415,advantage discoveredAttack opening pin short,https://lichess.org/FCOOyP8g#10,Russian_Game Russian_Game_Italian_Variation,"['e4c3', 'c4e2', 'c3d1']","[0.32365846633911133, 0.6202051639556885, 0.9886493682861328]","['e4c3', 'c4e2', 'c3d1']","[0.06144146993756294, 0.6897606253623962, 0.24879789352416992]","['e4c3', 'c4e2', 'c3d1']","['e4g3', 'c4e2', 'g3h1']","[0.5717047452926636, 0.8104972243309021, 0.9340438842773438]","[0.3575301468372345, 0.9815182089805603, 0.907767653465271]","['e4c3', 'c4e2', 'c3d1']","[0.5717047452926636, 0.8104972243309021, 0.9340438842773438]",rnb1kb1N/ppppq1pp/5pN1/8/2B1n3/8/PPPP1PPP/R1BQK2R b KQq - 0 6
eK3ax,4Q3/6pp/3BN2k/3pPn2/4bPp1/7P/6r1/3R1K2 w - - 3 34,h3h4 f5g3 f1e1 g2e2,1990,73,94,8311,mate mateIn2 middlegame short,https://lichess.org/Cqw3iXnw#66,,"['f5g3', 'f1e1', 'g2e2']","[0.08802518248558044, 1.0, 0.394554078578949]","['f5e3', 'f1e1', 'g2e2']","[0.002848511328920722, 0.9943041205406189, 0.0028473464772105217]","['f5e3', 'f1e1', 'e3c2']","['f5g3', 'f1e1', 'g2e2']","[0.5515623092651367, 1.0, 0.8816818594932556]","[0.3759830892086029, 1.0, 0.895919680595398]","['f5e3', 'f1e1', 'e3c2']","[0.3759830892086029, 1.0, 0.895919680595398]",4Q3/6pp/3BN2k/3pPn2/4bPpP/8/1R4r1/5K2 b - - 0 34
eSKIm,8/4BR2/4p1p1/P2p2k1/3bq1P1/P6P/7K/8 b - - 2 41,g5h6 g4g5 h6h5 f7h7,1212,75,100,691,endgame,https://lichess.org/vC71Awbh/black#81,,"['g4g5', 'h6h5', 'f7h7']","[0.09864336997270584, 1.0, 0.4326203763484955]","['h2g3', 'h6h5', 'f7h7']","[0.006229576654732227, 0.970687747001648, 0.023082641884684563]","['e7f8', 'h6g5', 'f8e7']","['g4g5', 'h6h5', 'f7h7']","[0.5890858173370361, 0.7103126645088196, 0.9299172759056091]","[0.3674542009830475, 1.0, 0.9600233435630798]","['e7f8', 'h6g5', 'f8e7']","[0.3674542009830475, 1.0, 0.9600233435630798]",8/4B3/4p1pk/P2p4/R2bq1P1/P6P/7K/8 w - - 3 42
ec4j4,5rk1/ppq3p1/2p3Qp/8/3P4/2P3nP/PP1N2Pb/R1B4K w - - 2 28,h1h2 g3f1 h2g1 c7h2,1403,79,95,22464,doubleCheck mate mateIn2 middlegame short,https://lichess.org/TpMwfKgi#54,,"['g3f1', 'h2g1', 'c7h2']","[0.2938803434371948, 0.6935076117515564, 0.3534909784793854]","['g3f1', 'h2g1', 'c7h2']","[0.0013978376518934965, 0.9967579245567322, 0.0018442377913743258]","['g3e2', 'h2h1', 'e2g3']","['g3f1', 'h2g1', 'c7h2']","[0.5304120779037476, 0.8746920228004456, 0.8482024669647217]","[0.33083200454711914, 0.894416868686676, 0.9220092296600342]","['g3e2', 'h2h1', 'e2g3']","[0.33083200454711914, 0.894416868686676, 0.9220092296600342]",6k1/ppq3pr/2p3Qp/8/3P4/2P3nP/PP1N2PK/R1B5 b - - 0 28
edrxj,4r1k1/pppq1p2/1b1p1Qpp/3P4/2P2NP1/6rP/PP6/3R1R1K w - - 0 29,f4g6 g3h3 h1g2 d7g4,1157,75,93,376,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/jUy5uHVF#56,,"['g3h3', 'h1g2', 'd7g4']","[0.31244778633117676, 1.0, 0.34676581621170044]","['f7g6', 'h1g2', 'f7g6']","[0.004108925350010395, 0.9917117357254028, 0.004179271869361401]","['g3h3', 'h1g2', 'd7g4']","['f7g6', 'f6g6', 'g8h8']","[0.47911006212234497, 1.0, 0.8752857446670532]","[0.31077152490615845, 0.8929027318954468, 0.9845470786094666]","['g3h3', 'h1g2', 'd7g4']","[0.47911006212234497, 1.0, 0.8752857446670532]",4r1k1/pppq1p2/1b1pRQNp/3P4/2P3P1/6rP/PP6/3R3K b - - 0 29
ejSn3,2rr2k1/5ppp/p7/1p6/1RnP1B1P/2P2QP1/P3R2K/3q4 b - - 18 35,d8e8 e2e8 c8e8 f3d1,1042,75,99,1388,crushing discoveredAttack middlegame short,https://lichess.org/NJNSby7S/black#69,,"['e2e8', 'c8e8', 'f3d1']","[0.13534854352474213, 1.0, 0.7633044719696045]","['e2e8', 'c8e8', 'f3d1']","[0.014435322023928165, 0.8987442851066589, 0.08682037889957428]","['e2e8', 'c8e8', 'f3d1']","['e2f2', 'd1f3', 'f2f3']","[0.5394443869590759, 1.0, 0.9312563538551331]","[0.3285121023654938, 0.8946418762207031, 0.9290551543235779]","['e2e8', 'c8e8', 'f3d1']","[0.5394443869590759, 1.0, 0.9312563538551331]",2r1r3/k4ppp/p7/1p6/1RnP1B1P/2P2QP1/P3R2K/3q4 w - - 19 36
enpcJ,r4k2/5ppp/4pb2/p2bN3/3Pp3/P1B4P/5PP1/2R3K1 b - - 7 26,a8c8 c3b4 a5b4 c1c8,1495,74,93,4734,crushing discoveredAttack endgame short,https://lichess.org/WeIr3X2M/black#51,,"['c3b4', 'a5b4', 'c1c8']","[0.03380725160241127, 0.028451280668377876, 0.6719231009483337]","['c3d2', 'f8e8', 'c1c8']","[0.01876097358763218, 0.8649425506591797, 0.11629646271467209]","['c3b4', 'a5b4', 'c1c8']","['e5d7', 'f8e7', 'd7f6']","[0.6004353761672974, 0.8777143955230713, 0.9316704273223877]","[0.3484363555908203, 0.7146276235580444, 0.8920836448669434]","['c3b4', 'a5b4', 'c1c8']","[0.6004353761672974, 0.8777143955230713, 0.9316704273223877]",2r3k1/5ppp/4pb2/p2bN3/3Pp3/P1B4P/5PP1/2R3K1 w - - 8 27
entWr,r1bq1rk1/pp2bppp/2p2n2/3pp1B1/4P3/PB1P2N1/1PP1QPPP/R4RK1 b - - 5 14,f6e4 g5e7 e4g3 e2e5,2166,76,96,2138,crushing middlegame short skewer,https://lichess.org/T0WQNk9F/black#27,Four_Knights_Game Four_Knights_Game_Italian_Variation,"['g5e7', 'e4g3', 'e2e5']","[0.6119470000267029, 0.2787882685661316, 0.13070109486579895]","['g5e7', 'd8e7', 'f2g3']","[0.0082229720428586, 0.9826443791389465, 0.00913264974951744]","['d3e4', 'e7g5', 'e4d5']","['g5e7', 'e4g3', 'e2e5']","[0.4683191776275635, 0.9260594844818115, 0.9046990871429443]","[0.32281845808029175, 0.9017879366874695, 0.8928174376487732]","['d3e4', 'e7g5', 'e4d5']","[0.32281845808029175, 0.9017879366874695, 0.8928174376487732]",r2q1rk1/pp2bppp/2p5/3pp1B1/4n3/PB1P2N1/1PP1QPPP/R2b1RK1 w - - 0 15
evbMY,3r2k1/1b3p2/p5pp/Q1pq4/3b4/1P1B1N1P/P4PP1/3R2K1 w - - 0 27,d3c4 d4f2 g1f2 d5d1,1069,80,76,95,crushing discoveredAttack kingsideAttack master middlegame short,https://lichess.org/LGhWeO8E#52,,"['d4f2', 'g1f2', 'd5d1']","[0.0074926638044416904, 0.4767407476902008, 0.5247061848640442]","['d5d6', 'g1f2', 'd5d1']","[0.007221690379083157, 0.9751216769218445, 0.017656641080975533]","['d4f2', 'g1f2', 'd5d1']","['d5d6', 'f3d4', 'c5d4']","[0.5064700841903687, 0.9128376245498657, 0.9291248321533203]","[0.3577747046947479, 0.8373304009437561, 0.8013736009597778]","['d4f2', 'g1f2', 'd5d1']","[0.5064700841903687, 0.9128376245498657, 0.9291248321533203]",3r2k1/1b3p2/p5pp/Q1pq2R1/2Bb4/1P3N1P/P4PP1/6K1 b - - 1 27
eywil,4r1b1/1k4p1/1n2P2p/4R3/7r/5Q2/1P6/4K3 b - - 1 39,b7a7 e5a5 a7b8 f3g3,1768,75,96,3698,crushing endgame short,https://lichess.org/ilLoRLQh/black#77,,"['e5a5', 'a7b8', 'f3g3']","[0.2517779469490051, 1.0, 0.2633988559246063]","['e6e7', 'a7b8', 'f3g3']","[0.09962721914052963, 0.8844654560089111, 0.015907296910881996]","['e5a5', 'a7b8', 'f3g3']","['f3c6', 'e8e6', 'e5e6']","[0.44132000207901, 1.0, 0.8875547051429749]","[0.32292109727859497, 0.9137198328971863, 0.8993711471557617]","['e5a5', 'a7b8', 'f3g3']","[0.44132000207901, 1.0, 0.8875547051429749]",4rb2/k5p1/1n2P2p/4R3/7r/5Q2/1P6/4K3 w - - 2 40
f1eEC,6k1/2p3p1/p2b4/3PpN2/1Pp1r2p/P3P2q/5R1P/6QK b - - 1 36,h3g4 f5h6 g7h6 f2g2,2013,84,87,31,crushing endgame pin sacrifice short,https://lichess.org/ldzCojTQ/black#71,,"['f5h6', 'g7h6', 'f2g2']","[0.3412838280200958, 0.2334602177143097, 0.3605695962905884]","['f5h6', 'g8h7', 'f2g2']","[0.0031220263335853815, 0.9913211464881897, 0.005556812975555658]","['g1g4', 'e4g4', 'h2h3']","['f5h6', 'g7h6', 'f2g2']","[0.33454474806785583, 0.952269434928894, 0.7890624403953552]","[0.314185231924057, 0.9877507090568542, 0.9460746049880981]","['g1g4', 'e4g4', 'h2h3']","[0.314185231924057, 0.9877507090568542, 0.9460746049880981]",6k1/1bp3p1/p7/3PpN2/1Pp1r1qp/P3P3/5R1P/6QK w - - 2 37
f6WVP,8/7p/p1R3b1/4k1p1/1BP1p3/1P2K2P/P5P1/6r1 b - - 0 38,g1g2 b4c3 e5f5 c6f6,1720,77,92,1163,endgame master mate mateIn2 short,https://lichess.org/Nuti0cXH/black#75,,"['b4c3', 'e5f5', 'c6f6']","[0.26208341121673584, 1.0, 0.5615905523300171]","['b4d6', 'e5f5', 'c6f6']","[0.0070380959659814835, 0.9835072755813599, 0.009454675018787384]","['b4c3', 'e5f5', 'c6f6']","['b4d6', 'e5f5', 'c6a6']","[0.5047333836555481, 1.0, 0.9303299188613892]","[0.3601250946521759, 0.738571286201477, 0.8726150393486023]","['b4c3', 'e5f5', 'c6f6']","[0.5047333836555481, 1.0, 0.9303299188613892]",8/7p/p1R3b1/4k1p1/1B2p3/1P2K2P/P5r1/8 w - - 0 39
fEQmV,rnb2r1k/ppq3bp/2p4B/5p1Q/4P3/2N4R/PPP2PPP/R5K1 b - - 5 16,f5e4 h6f4 c8h3 f4c7,1861,75,75,113,advantage middlegame short,https://lichess.org/BCj3iJCk/black#31,Pirc_Defense Pirc_Defense_Classical_Variation,"['h6f4', 'c8h3', 'f4c7']","[0.0056520672515034676, 0.04302075132727623, 0.8549281358718872]","['h6g7', 'c8f5', 'f4c7']","[0.010608930140733719, 0.9734615087509155, 0.015929505228996277]","['h6f4', 'c8h3', 'f4c7']","['h3g3', 'g7h6', 'h5h6']","[0.5076216459274292, 0.7842640280723572, 0.9016149044036865]","[0.3319982886314392, 0.888518214225769, 0.8941140174865723]","['h6f4', 'c8h3', 'f4c7']","[0.5076216459274292, 0.7842640280723572, 0.9016149044036865]",rnb2r1k/ppq3bp/2p4B/8/3Qp3/2N4R/PPP2PPP/R5K1 w - - 0 17
fLnuv,r1b3k1/1pp2p1p/p2n1qpB/3Pr3/3Q4/P7/1PB2PPP/R4RK1 w - - 2 20,f1e1 e5e1 a1e1 f6d4,929,78,83,136,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/jQmyLFtN#38,,"['e5e1', 'a1e1', 'f6d4']","[0.06605943292379379, 1.0, 0.7572968006134033]","['d6f5', 'a1e1', 'f6d4']","[0.03302721306681633, 0.4734247028827667, 0.49354809522628784]","['e5e1', 'a1e1', 'f6d4']","['e5e6', 'd4f6', 'e6f6']","[0.4884013533592224, 1.0, 0.9288020133972168]","[0.3306112587451935, 0.8000782132148743, 0.9135230183601379]","['e5e1', 'a1e1', 'f6d4']","[0.4884013533592224, 1.0, 0.9288020133972168]",rqb3k1/1pp2p1p/p2n2pB/3Pr3/3Q4/P7/1PB2PPP/R3R1K1 b - - 3 20
fQJUU,6k1/1p6/4p1p1/3p4/3PP2p/p1r1P2P/1qBQ2P1/3K3R w - - 2 31,c2d3 c3d3 d2d3 a3a2,2302,82,57,38,advancedPawn crushing endgame pin sacrifice short,https://lichess.org/lYzSmais#60,,"['c3d3', 'd2d3', 'a3a2']","[0.10437551140785217, 0.17925313115119934, 0.7011975646018982]","['b2b3', 'd2d3', 'a3a2']","[0.292068749666214, 0.6981862783432007, 0.009744992479681969]","['c3d3', 'd2d3', 'a3a2']","['b2a1', 'd1e2', 'a1h1']","[0.4028831720352173, 0.7531651258468628, 0.8559769988059998]","[0.33758822083473206, 0.9807878732681274, 0.9296793341636658]","['c3d3', 'd2d3', 'a3a2']","[0.4028831720352173, 0.7531651258468628, 0.8559769988059998]",6k1/1p6/4p1p1/3p4/R2PP2p/p1rBP2P/1q1Q2P1/3K4 b - - 3 31
femAc,r3k2r/p1ppqppp/2n5/2b1P3/2Q5/2P1PN1P/PP3KP1/R1B4R b kq - 0 12,c6e5 c4d5 e5c6 b2b4,2222,76,69,90,advantage middlegame short,https://lichess.org/pzZzjb3N/black#23,Indian_Defense Indian_Defense_Lazard_Gambit,"['c4d5', 'e5c6', 'b2b4']","[0.1689087152481079, 0.10442139208316803, 0.4836781919002533]","['c4e4', 'e5f3', 'b2b4']","[0.012714422307908535, 0.9579852223396301, 0.029300371184945107]","['c4e4', 'e5c6', 'e4e7']","['c4d5', 'e5c6', 'b2b4']","[0.4841058850288391, 0.8940120339393616, 0.8434218764305115]","[0.4213941693305969, 0.8889453411102295, 0.7221918702125549]","['c4e4', 'e5c6', 'e4e7']","[0.4213941693305969, 0.8889453411102295, 0.7221918702125549]",r3k1Br/p1ppqppp/8/2b1n3/2Q5/2P1PN1P/PP3KP1/R6R w kq - 0 13
fwgtz,3r3k/6p1/p6p/1p2P1n1/1Q1P2P1/1BP2b2/P2BK2P/q4R2 w - - 4 31,e2f2 g5h3 f2f3 a1f1,2459,90,90,379,crushing deflection middlegame short,https://lichess.org/ZiUa6jlN#60,,"['g5h3', 'f2f3', 'a1f1']","[0.004421331454068422, 0.19992777705192566, 0.8739564418792725]","['a1b2', 'f2g3', 'a1f1']","[0.003067948156967759, 0.9835220575332642, 0.01340998150408268]","['g5h3', 'f2f3', 'a1f1']","['g5e4', 'f2g1', 'a1b2']","[0.47590920329093933, 0.7971093058586121, 0.9439750909805298]","[0.338777095079422, 0.9842633605003357, 0.7707359790802002]","['g5h3', 'f2f3', 'a1f1']","[0.47590920329093933, 0.7971093058586121, 0.9439750909805298]",3r3k/6p1/p6p/1p2PQn1/3P2P1/1BP2b2/P2B1K1P/q4R2 b - - 5 31
g68Yo,1q3bk1/1P3p1p/nBQ1p1p1/r7/p3P3/5P2/PP4PP/3R2K1 b - - 2 27,f8c5 b6c5 a5c5 c6a6,1426,76,100,310,crushing discoveredAttack middlegame short,https://lichess.org/1625m9Ej/black#53,,"['b6c5', 'a5c5', 'c6a6']","[0.0936499536037445, 0.5222944617271423, 0.7334072589874268]","['g1h1', 'a5c5', 'c6a6']","[0.11877176910638809, 0.8727484941482544, 0.00847974605858326]","['b6c5', 'a5c5', 'c6a6']","['g1h1', 'c5b6', 'c6b6']","[0.43827420473098755, 0.8928999304771423, 0.8957993984222412]","[0.3645937740802765, 0.8885610103607178, 0.9087851047515869]","['b6c5', 'a5c5', 'c6a6']","[0.43827420473098755, 0.8928999304771423, 0.8957993984222412]",1qr3k1/1P3p1p/nBQ1p1p1/2b5/p3P3/5P2/PP4PP/3R2K1 w - - 3 28
gDwtd,5rk1/2pR3p/1p1bppp1/p3r3/2B4K/1PN2P2/1P3PR1/8 w - - 0 28,c3e4 e5h5 h4g4 f6f5,1031,80,92,1031,mate mateIn2 middlegame short,https://lichess.org/223bc7Lp#54,,"['e5h5', 'h4g4', 'f6f5']","[0.014317093417048454, 1.0, 0.36741572618484497]","['f8f7', 'h4g4', 'f6f5']","[0.012615203857421875, 0.9630114436149597, 0.024373311549425125]","['b6b5', 'e4d6', 'c7d6']","['e5h5', 'h4g4', 'f6f5']","[0.4106065034866333, 0.9305143356323242, 0.7811140418052673]","[0.32933393120765686, 1.0, 0.9240150451660156]","['b6b5', 'e4d6', 'c7d6']","[0.32933393120765686, 1.0, 0.9240150451660156]",5rk1/2pR3p/1p2ppp1/p3r3/2B1N2K/1P2bP2/1P3PR1/8 b - - 1 28
gVLXM,5r2/1kp3pp/1r1P4/7q/4Q3/4P1Pp/5P2/5RK1 b - - 0 28,b7b8 d6c7 b8c8 e4a8,1598,79,61,93,advancedPawn advantage endgame short,https://lichess.org/fg2m6NAg/black#55,,"['d6c7', 'b8c8', 'e4a8']","[0.3750384449958801, 0.07950504869222641, 0.23401349782943726]","['d6c7', 'b8c7', 'f1a1']","[0.004582385066896677, 0.9789197444915771, 0.016497835516929626]","['f1a1', 'h3h2', 'g1h1']","['d6c7', 'b8c8', 'e4a8']","[0.5300137996673584, 0.7821254134178162, 0.7963152527809143]","[0.3879576325416565, 0.7722651362419128, 0.9154092669487]","['f1a1', 'h3h2', 'g1h1']","[0.3879576325416565, 0.7722651362419128, 0.9154092669487]",1k6/2p3pp/1r1P4/5r1q/4Q3/4P1Pp/5P2/5RK1 w - - 1 29
glsD1,r2qk2r/1Qp2p2/pp2pb2/4n1pp/8/3B4/PPPB1PPP/R3R1K1 b kq - 0 16,e8g8 e1e5 f6e5 b7e4,1915,94,86,21,crushing middlegame sacrifice short,https://lichess.org/jXnqNMOs/black#31,French_Defense French_Defense_Normal_Variation,"['e1e5', 'f6e5', 'b7e4']","[0.02943199872970581, 0.22050203382968903, 0.6013001799583435]","['b7e4', 'a8b8', 'b7e4']","[0.008261289447546005, 0.9752952456474304, 0.01644342951476574]","['e1e5', 'f6e5', 'b7e4']","['d2g5', 'e5d3', 'g5f6']","[0.345594197511673, 0.739185094833374, 0.891221284866333]","[0.3415137529373169, 0.8013564348220825, 0.9084840416908264]","['e1e5', 'f6e5', 'b7e4']","[0.345594197511673, 0.739185094833374, 0.891221284866333]",r2q1rk1/1Qp2p2/pp2pb2/4n1pp/8/3B3K/PPPB1PPP/R3R3 w - - 1 17
gnlCJ,2kr4/pp1n3p/2p1Q3/8/8/P1B3q1/1PP5/3RR1K1 w - - 0 24,g1f1 d8f8 c3f6 f8f6,1190,77,88,756,crushing middlegame short,https://lichess.org/9Kt6T7xs#46,,"['d8f8', 'c3f6', 'f8f6']","[0.5458190441131592, 0.45195671916007996, 0.20095153152942657]","['d8f8', 'f1e2', 'g3f3']","[0.003934870939701796, 0.9851992130279541, 0.010865862481296062]","['d8f8', 'c3f6', 'f8f6']","['g3f3', 'f1g1', 'f3g3']","[0.5111697912216187, 0.7651316523551941, 0.7751274108886719]","[0.42546844482421875, 1.0, 0.9021779298782349]","['d8f8', 'c3f6', 'f8f6']","[0.5111697912216187, 0.7651316523551941, 0.7751274108886719]",2kr4/pp1n3p/1Bp1Q3/8/8/P5q1/1PP5/3RRK2 b - - 1 24
h707Q,1r2r2k/6pp/2p2R2/3p4/1P1Q4/6RP/2q3P1/7K b - - 0 32,c2e4 f6f8 e8f8 d4g7,1187,79,93,3074,discoveredAttack endgame mate mateIn2 sacrifice short,https://lichess.org/RZMCojJT/black#63,,"['f6f8', 'e8f8', 'd4g7']","[0.012594414874911308, 1.0, 0.8078447580337524]","['d4a1', 'e8f8', 'd4g7']","[0.006589872762560844, 0.9795421361923218, 0.013867995701730251]","['f6f8', 'e8f8', 'd4g7']","['d4e4', 'd5e4', 'f6c6']","[0.3704988360404968, 1.0, 0.8990827202796936]","[0.3516189157962799, 0.8197532296180725, 0.8276194930076599]","['f6f8', 'e8f8', 'd4g7']","[0.3704988360404968, 1.0, 0.8990827202796936]",1r2r2k/6pp/2p2R2/3p4/1P1Qq3/5R1P/6P1/7K w - - 1 33
hJnNC,r2q3r/pp1n1pp1/2nNpkp1/3p4/1Q3PN1/7P/PPP3P1/R4RK1 b - - 2 21,f6e7 d6f5 e7e8 f5g7,1984,72,95,12215,doubleCheck mate mateIn2 middlegame short,https://lichess.org/3IiNXYs1/black#41,,"['d6f5', 'e7e8', 'f5g7']","[0.031802501529455185, 1.0, 0.205002561211586]","['b4a3', 'e7e8', 'f5d6']","[0.01062135398387909, 0.9727944731712341, 0.01658417470753193]","['d6f5', 'e7e8', 'f5g7']","['d6c8', 'e7e8', 'c8d6']","[0.5068134665489197, 1.0, 0.8019300103187561]","[0.31795015931129456, 1.0, 0.8960844874382019]","['d6f5', 'e7e8', 'f5g7']","[0.5068134665489197, 1.0, 0.8019300103187561]",r2q3r/pp1nkpp1/2nNp1p1/2Np4/1Q3P2/7P/PPP3P1/R4RK1 w - - 3 22
